Temp,Humd,Label
22,174,0
67,60,0
10,130,0
55,60,0
3,101,0
54,63,0
60,101,0
36,200,0
49,156,0
59,115,0
29,52,0
14,29,0
68,171,0
61,106,0
2,54,0
22,132,0
32,54,0
26,187,0
48,23,0
5,172,0
28,33,0
62,180,0
12,171,0
35,30,0
42,41,0
46,91,0
9,32,0
59,67,0
67,37,0
22,119,0
24,27,0
22,71,0
46,139,0
29,21,0
43,109,0
29,116,0
59,104,0
25,146,0
38,35,0
46,79,0
47,87,0
70,93,0
20,34,0
33,35,0
3,142,0
7,3,0
11,133,0
14,172,0
63,168,0
11,37,0
46,12,0
65,108,0
63,92,0
59,110,0
13,42,0
47,58,0
32,105,0
14,35,0
41,143,0
35,16,0
55,149,0
39,148,0
58,52,0
1,169,0
11,111,0
9,139,0
41,152,0
26,139,0
62,186,0
53,180,0
61,97,0
46,155,0
47,119,0
32,62,0
6,73,0
64,51,0
70,84,0
42,144,0
20,174,0
25,78,0
6,150,0
33,69,0
22,60,0
26,150,0
35,193,0
60,177,0
10,78,0
59,141,0
60,126,0
59,104,0
29,112,0
10,189,0
57,172,0
45,88,0
42,94,0
30,50,0
34,14,0
28,13,0
22,4,0
4,12,0
31,174,0
64,90,0
60,149,0
53,77,0
57,100,0
10,176,0
52,170,0
43,47,0
29,161,0
6,92,0
19,152,0
23,90,0
56,181,0
28,81,0
23,195,0
59,47,0
33,4,0
65,90,0
4,113,0
34,173,0
26,168,0
37,65,0
21,140,0
8,155,0
29,169,0
57,100,0
30,113,0
68,150,0
57,78,0
29,80,0
23,98,0
50,195,0
7,49,0
48,121,0
37,134,0
22,69,0
53,31,0
40,70,0
56,8,0
20,195,0
20,84,0
68,157,0
65,177,0
16,134,0
7,184,0
9,7,0
25,92,0
23,152,0
29,191,0
3,156,0
17,175,0
17,156,0
33,194,0
35,84,0
2,103,0
70,57,0
52,131,0
25,43,0
42,172,0
43,27,0
23,75,0
30,15,0
61,92,0
62,85,0
44,13,0
1,28,0
33,120,0
20,190,0
0,187,0
41,75,0
52,77,0
29,31,0
33,24,0
59,102,0
59,113,0
24,89,0
29,44,0
9,159,0
20,75,0
13,24,0
40,160,0
26,123,0
3,123,0
31,162,0
26,87,0
59,109,0
56,49,0
55,28,0
10,100,0
66,89,0
28,58,0
27,90,0
31,41,0
28,196,0
18,199,0
3,149,0
7,16,0
57,140,0
62,18,0
35,162,0
5,48,0
58,107,0
20,166,0
40,27,0
1,161,0
18,48,0
42,102,0
52,98,0
49,116,0
44,172,0
50,67,0
12,63,0
58,67,0
13,196,0
28,105,0
31,90,0
57,26,0
29,173,0
13,172,0
43,37,0
33,105,0
13,118,0
23,108,0
10,137,0
2,9,0
66,10,0
46,18,0
51,78,0
43,194,0
33,56,0
55,179,0
57,157,0
65,101,0
49,159,0
35,109,0
48,3,0
1,151,0
36,106,0
24,169,0
21,171,0
47,190,0
24,25,0
24,18,0
69,13,0
31,41,0
46,174,0
29,104,0
54,72,0
34,164,0
19,153,0
23,14,0
48,64,0
50,183,0
30,116,0
50,33,0
38,89,0
5,96,0
16,134,0
12,123,0
20,150,0
48,18,0
30,1,0
11,5,0
67,191,0
25,53,0
62,163,0
4,149,0
69,55,0
70,121,0
20,149,0
21,195,0
2,8,0
23,96,0
26,12,0
18,200,0
35,144,0
42,53,0
4,81,0
42,32,0
6,194,0
46,26,0
67,89,0
68,167,0
51,132,0
49,95,0
5,179,0
24,4,0
11,109,0
12,170,0
46,78,0
5,8,0
67,160,0
36,89,0
65,171,0
